,root-Engineered-Wastewater-Industrial_wastewater-Agricultural_wastewater,root-Engineered-Wastewater-Industrial_wastewater-Mine_water,root-Engineered-Wastewater-Industrial_wastewater-Petrochemical,root-Engineered-Wastewater-Nutrient_removal-Dissolved_organics_(aerobic),root-Engineered-Wastewater-Nutrient_removal-Dissolved_organics_(anaerobic),root-Environmental-Aquatic-Freshwater-Groundwater,root-Environmental-Aquatic-Freshwater-Lake,root-Environmental-Aquatic-Marine-Coastal,root-Environmental-Aquatic-Marine-Cold_seeps,root-Environmental-Aquatic-Marine-Hydrothermal_vents,root-Environmental-Aquatic-Marine-Intertidal_zone,root-Environmental-Aquatic-Marine-Marginal_Sea,root-Environmental-Aquatic-Marine-Neritic_zone,root-Environmental-Aquatic-Marine-Oceanic,root-Environmental-Aquatic-Marine-Oil_contaminated_sediment,root-Environmental-Aquatic-Marine-Oil_seeps,root-Environmental-Aquatic-Marine-Pelagic,root-Environmental-Aquatic-Marine-Sediment,root-Environmental-Aquatic-Marine-Volcanic,root-Environmental-Aquatic-Marine-Wetlands,root-Environmental-Aquatic-Non_marine_Saline_and_Alkaline-Alkaline,root-Environmental-Aquatic-Non_marine_Saline_and_Alkaline-Hypersaline,root-Environmental-Aquatic-Non_marine_Saline_and_Alkaline-Salt_crystallizer_pond,root-Environmental-Aquatic-Thermal_springs-Sediment,root-Environmental-Terrestrial-Soil-Agricultural,root-Environmental-Terrestrial-Soil-Boreal_forest,root-Environmental-Terrestrial-Soil-Contaminated,root-Environmental-Terrestrial-Soil-Crop,root-Environmental-Terrestrial-Soil-Desert,root-Environmental-Terrestrial-Soil-Forest_soil,root-Environmental-Terrestrial-Soil-Grasslands,root-Environmental-Terrestrial-Soil-Loam,root-Environmental-Terrestrial-Soil-Permafrost,root-Environmental-Terrestrial-Soil-Sand,root-Environmental-Terrestrial-Soil-Tropical_rainforest,root-Environmental-Terrestrial-Soil-Uranium_contaminated,root-Environmental-Terrestrial-Soil-Wetlands,root-Host_associated-Human-Circulatory_system-Blood,root-Host_associated-Human-Digestive_system-Intestine,root-Host_associated-Human-Digestive_system-Large_intestine,root-Host_associated-Human-Digestive_system-Oral,root-Host_associated-Human-Lympathic_system-Lymph_nodes,root-Host_associated-Human-Reproductive_system-Female,root-Host_associated-Human-Reproductive_system-Vagina,root-Host_associated-Human-Respiratory_system-Nasopharyngeal,root-Host_associated-Human-Respiratory_system-Pulmonary_system,root-Host_associated-Mammals-Digestive_system-Fecal,root-Host_associated-Mammals-Digestive_system-Foregut,root-Host_associated-Mammals-Digestive_system-Large_intestine,root-Host_associated-Mammals-Digestive_system-Oral_cavity,root-Host_associated-Mammals-Digestive_system-Stomach,root-Host_associated-Plants-Phylloplane-Endophytes,root-Host_associated-Plants-Rhizoplane-Endophytes,root-Host_associated-Plants-Rhizosphere-Epiphytes,root-Host_associated-Plants-Rhizosphere-Forest_soil,root-Host_associated-Plants-Rhizosphere-Soil
ERR503257,1.1920929e-07,0.0,5.6117773e-05,0.0,0.0,0.00013017654,0.00069501996,0.00016495585,0.0,1.1920929e-07,0.00022524595,8.6426735e-07,0.0,0.00021559,0.0,0.0,0.0,0.0064332783,0.0,0.0,0.0,2.0861626e-07,2.9802322e-08,3.4570694e-06,7.867813e-06,2.9802322e-08,0.0,0.0,0.0,5.9604645e-08,1.1026859e-06,2.9802322e-08,0.0,0.0,0.0,0.0,0.0,0.0,8.940697e-08,0.00049340725,0.000677675,0.0,0.0,4.4703484e-07,0.00014656782,2.9802322e-08,9.179115e-06,0.0,0.0,0.0,0.0,5.9604645e-08,0.0,0.0,0.0,0.0
ERR504378,0.0,0.0,8.940697e-08,0.0,0.0,5.662441e-07,5.26309e-05,7.1525574e-07,0.0,0.0,3.8444996e-06,0.0,0.0,7.1525574e-07,0.0,0.0,0.0,0.0002565682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3113022e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3841858e-07,1.013279e-06,0.0,8.940697e-08,1.2367964e-05,0.00036266446,0.0,8.940697e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR504587,1.1920929e-07,0.0,3.2782555e-06,0.0,0.0,6.5267086e-05,0.00046819448,1.758337e-05,0.0,0.0,3.4689903e-05,0.0,0.0,1.3411045e-05,0.0,0.0,0.0,0.00060364604,0.0,0.0,0.0,0.0,0.0,8.940697e-08,1.7881393e-07,1.1920929e-07,0.0,0.0,0.0,0.0,1.963973e-05,0.0,1.7881393e-07,0.0,0.0,0.0,0.0,0.0,0.0,1.6987324e-06,9.5665455e-06,0.0,1.4901161e-07,1.3232231e-05,6.312132e-05,8.940697e-08,1.758337e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR504220,1.1622906e-06,0.0,0.00014403462,0.0,0.0,2.413988e-06,0.000102072954,0.00010052323,0.0,1.1920929e-06,5.6922436e-06,5.2452087e-06,0.0,7.402897e-05,0.0,0.0,0.0,0.0015290082,0.0,0.0,0.0,0.0,2.0861626e-07,5.275011e-06,0.0008211434,2.9802322e-08,0.0,0.0,0.0,1.1920929e-07,2.682209e-07,5.9604645e-08,5.9604645e-08,0.0,0.0,1.1920929e-07,0.0,2.3841858e-07,0.0,0.0003925562,0.0015457869,0.0,0.0,2.9802322e-07,0.0010626614,1.1920929e-07,0.00023773313,0.0,0.0,0.0,0.0,7.4505806e-06,8.940697e-08,0.0,0.0,0.0
ERR503715,0.0,0.0,8.195639e-06,0.0,0.0,1.31726265e-05,9.3340874e-05,6.467104e-06,0.0,3.5762787e-07,2.9206276e-06,0.0,0.0,2.2619963e-05,0.0,0.0,0.0,0.00014689565,0.0,0.0,0.0,2.9802322e-08,2.9802322e-08,5.066395e-07,3.606081e-06,2.9802322e-08,0.0,0.0,0.0,0.0,4.4703484e-07,0.0,9.23872e-07,0.0,0.0,0.0,0.0,0.0,0.0,1.1920929e-07,6.854534e-07,0.0,0.0,1.1920929e-07,2.413988e-06,0.0,8.940697e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR502997,0.0,0.0,8.314848e-06,0.0,0.0,3.59118e-05,0.0016159415,3.4868717e-06,0.0,5.9604645e-08,8.34465e-07,0.0,0.0,7.4505806e-07,0.0,0.0,0.0,8.2701445e-05,0.0,0.0,0.0,0.0,0.0,2.3841858e-07,2.6226044e-06,8.940697e-08,0.0,0.0,0.0,0.0,3.2782555e-07,0.0,1.6987324e-06,0.0,0.0,0.0,0.0,0.0,0.0,1.3411045e-06,0.00014293194,0.0,2.9802322e-08,6.854534e-07,1.3113022e-06,0.0,2.387166e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR504130,8.34465e-07,0.0,2.2053719e-06,0.0,0.0,0.00011381507,0.0002568364,1.7821789e-05,0.0,8.940697e-08,3.772974e-05,2.682209e-07,0.0,8.2820654e-05,2.9802322e-08,0.0,0.0,0.0007995367,0.0,0.0,0.0,4.4703484e-07,5.662441e-07,6.7949295e-06,6.315112e-05,1.0430813e-06,0.0,0.0,0.0,1.2814999e-06,0.00014531612,2.56598e-05,0.00021260977,0.0,8.34465e-07,0.0,2.9802322e-08,0.0,0.0,2.1129847e-05,1.5884638e-05,0.0,0.0,4.798174e-06,5.7816505e-06,5.9604645e-08,3.504753e-05,0.0,1.7881393e-07,0.0,0.0,0.0,0.0,0.0,0.0,1.2516975e-06
ERR504580,0.0,0.0,4.61936e-06,0.0,0.0,6.4074993e-06,0.000117212534,2.3394823e-05,0.0,5.9604645e-08,6.2286854e-06,1.4901161e-07,0.0,2.732873e-05,3.874302e-07,0.0,0.0,0.00017157197,0.0,0.0,0.0,2.682209e-07,3.3050776e-05,0.0011401176,0.12180969,5.9604645e-08,1.1920929e-07,9.536743e-07,1.7881393e-07,2.3543835e-05,0.0007351637,0.0009327531,0.0031046271,1.7881393e-07,1.4215708e-05,0.0,2.8014183e-06,0.0,0.0,4.133582e-05,1.707673e-05,0.0,0.0,0.0,3.2782555e-07,0.0,3.0249357e-05,0.0,5.9604645e-08,0.0,0.0,0.0,6.2584877e-07,0.0,0.0,0.00069227815
ERR503147,0.0,0.0,1.4901161e-05,0.0,0.0,0.00012511015,0.00056797266,1.9073486e-05,0.0,5.9604645e-08,3.1858683e-05,5.9604645e-08,0.0,0.0001257658,0.0,0.0,0.0,0.00068977475,0.0,0.0,0.0,2.682209e-07,5.9604645e-08,3.1888485e-06,5.6028366e-06,8.940697e-08,0.0,0.0,0.0,0.0,3.8146973e-06,2.9802322e-08,1.2516975e-06,0.0,0.0,0.0,0.0,0.0,0.0,2.3245811e-06,1.5258789e-05,0.0,0.0,1.6987324e-06,7.390976e-06,0.0,7.778406e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR503250,0.0,0.0,1.013279e-06,0.0,0.0,2.5182962e-05,0.00019019842,9.536743e-07,0.0,0.0,2.1755695e-06,0.0,0.0,3.3974648e-06,0.0,0.0,0.0,0.00044479966,0.0,0.0,0.0,0.0,0.0,0.0,1.5795231e-06,0.0,0.0,0.0,0.0,0.0,2.0861626e-06,0.0,2.9802322e-08,0.0,0.0,0.0,0.0,0.0,0.0,2.7418137e-06,1.0281801e-05,0.0,1.4901161e-07,1.1622906e-05,9.685755e-06,0.0,4.348159e-05,0.0,8.940697e-08,0.0,0.0,0.0,0.0,0.0,0.0,8.940697e-08
ERR503789,6.0796738e-06,0.0,1.6242266e-05,0.0,0.0,7.748604e-07,1.0848045e-05,8.4131956e-05,0.0,2.3841858e-07,4.8577785e-06,1.1920929e-07,0.0,6.109476e-06,0.0,0.0,0.0,0.00060531497,0.0,0.0,0.0,0.0,0.0,2.5331974e-06,4.053116e-06,8.940697e-08,0.0,0.0,0.0,0.0,3.2782555e-07,0.0,0.0,0.0,0.0,0.0,0.0,4.172325e-07,5.9604645e-08,0.005335629,0.013312101,0.0,2.9802322e-08,6.2584877e-07,0.054317266,2.0861626e-06,0.0025628507,0.0,2.9802322e-08,0.0,8.940697e-08,2.0861626e-07,0.0,0.0,0.0,0.0
ERR504025,1.66893e-06,0.0,1.5795231e-06,0.0,0.0,4.6402216e-05,0.0011133552,2.682209e-05,0.0,0.0,1.3768673e-05,1.4603138e-06,0.0,0.000112086535,1.4901161e-07,0.0,0.0,0.00031921268,0.0,0.0,0.0,5.066395e-06,1.3113022e-06,2.9981136e-05,0.00046297908,5.6624413e-06,0.0,0.0,8.940697e-08,9.23872e-07,1.9460917e-05,4.428625e-05,0.004151076,0.0,2.2351742e-06,1.7881393e-07,5.9604645e-07,4.7683716e-07,0.0,0.00041159987,0.00016918778,8.940697e-08,5.9604645e-08,1.0550022e-05,1.9669533e-06,1.7881393e-07,0.0010151863,0.0,1.2665987e-05,0.0,7.748604e-07,2.9802322e-08,0.0,0.0,0.0,1.3113022e-06
ERR503758,3.182888e-05,0.0,0.0004042089,0.0,0.0,8.6426735e-07,0.00019577146,0.00061151385,8.940697e-08,4.3809414e-06,5.6505203e-05,1.7344952e-05,8.940697e-08,0.00014781952,1.013279e-06,1.7881393e-07,0.0,0.0061030686,1.7881393e-07,1.1622906e-06,0.0,5.066395e-07,2.0563602e-06,0.00010973215,0.016364127,1.1920929e-07,0.0,0.0,0.0,2.4735928e-06,1.1354685e-05,3.8444996e-06,1.2814999e-06,0.0,2.9802322e-07,2.9802322e-07,0.0,8.940697e-07,8.940697e-08,0.0012471676,0.0019348264,2.9802322e-08,0.0,4.7683716e-07,0.0011512637,2.2351742e-06,0.0005070567,0.0,1.7881393e-07,0.0,0.0,0.000195086,3.784895e-06,0.0,0.0,7.3313713e-06
ERR503841,0.0,0.0,1.7881393e-07,0.0,0.0,4.7683716e-07,6.312132e-05,5.9604645e-08,0.0,0.0,8.940697e-08,0.0,0.0,8.940697e-08,0.0,0.0,0.0,2.926588e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.1920929e-07,0.0,0.0,0.0,0.0,0.0,2.3841858e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.682209e-07,1.4454126e-05,0.0,0.0,2.9802322e-07,6.3210726e-05,0.0,8.940697e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR503724,8.34465e-07,0.0,2.682209e-06,0.0,0.0,2.3543835e-05,0.0006301999,2.4795532e-05,0.0,1.1920929e-07,4.7683716e-06,1.1920929e-07,0.0,1.859665e-05,0.0,0.0,0.0,0.00049233437,0.0,0.0,0.0,0.0,0.0,5.155802e-06,1.0639429e-05,2.2947788e-06,0.0,0.0,0.0,0.0,1.0222197e-05,3.2782555e-07,1.1593103e-05,0.0,1.1920929e-07,0.0,0.0,2.3841858e-07,0.0,0.00012740493,0.0014758706,0.0,1.4901161e-07,2.0861626e-05,4.2438507e-05,6.2584877e-07,0.00039491057,0.0,2.0861626e-07,0.0,8.940697e-08,1.4901161e-07,0.0,0.0,0.0,5.066395e-07
ERR502977,1.4901161e-07,0.0,0.0,0.0,0.0,0.0,1.1920929e-07,2.6226044e-06,2.9802322e-08,4.172325e-07,2.8312206e-06,0.0,0.0,5.662441e-07,7.1525574e-07,0.0,0.0,7.2717667e-06,0.0,0.0,0.0,0.0,0.0,0.0,5.9604645e-08,0.0,0.0,0.0,0.0,0.0,7.212162e-06,0.0,3.4570694e-06,0.0,4.5597553e-06,0.0,1.1920929e-07,3.963709e-06,7.1525574e-07,0.00023251772,0.66868556,5.9604645e-08,1.5795231e-06,2.861023e-05,0.03582427,0.019589096,3.8921833e-05,0.0,1.1920929e-07,5.662441e-07,0.0,1.1920929e-07,0.0,0.0,0.0,0.0
ERR504216,0.0,0.0,1.92523e-05,0.0,0.0,2.336502e-05,0.0062960684,5.00679e-06,0.0,0.0,1.2516975e-06,0.0,0.0,1.1622906e-06,0.0,0.0,0.0,2.7954578e-05,0.0,0.0,0.0,0.0,0.0,5.9604645e-07,1.7881393e-07,0.0,0.0,0.0,0.0,0.0,1.1920929e-07,0.0,2.9802322e-08,0.0,0.0,0.0,0.0,0.0,0.0,7.778406e-06,0.009984136,0.0,2.3841858e-07,1.1324883e-06,3.2126904e-05,0.0,1.1056662e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR503919,6.2584877e-07,0.0,5.662441e-07,0.0,0.0,3.7014484e-05,0.0002182424,1.6480684e-05,0.0,8.940697e-08,9.119511e-06,3.2782555e-07,0.0,6.347895e-05,0.0,0.0,0.0,0.00045984983,0.0,0.0,0.0,2.9802322e-08,1.7881393e-07,2.2947788e-06,4.6283007e-05,2.026558e-06,0.0,0.0,0.0,1.1920929e-06,0.00018972158,5.0365925e-06,6.631017e-05,0.0,1.2814999e-06,0.0,2.9802322e-08,5.9604645e-08,0.0,6.407499e-05,6.4730644e-05,0.0,5.9604645e-08,1.1146069e-05,2.2053719e-05,8.34465e-07,0.00013804436,0.0,4.4703484e-07,0.0,1.1920929e-07,0.0,0.0,0.0,0.0,1.5795231e-06
ERR503846,2.0861626e-07,0.0,9.298325e-06,0.0,0.0,7.390976e-06,9.5546246e-05,1.3738871e-05,0.0,8.940697e-08,3.284216e-05,3.2782555e-07,0.0,3.7401915e-05,2.9802322e-08,0.0,0.0,0.0007119477,0.0,0.0,0.0,8.940697e-08,1.1920929e-07,0.00028130412,0.0019453466,1.1026859e-06,0.0,0.0,0.0,5.4240227e-06,9.4115734e-05,9.658933e-05,1.847744e-05,0.0,5.662441e-07,0.0,0.0,2.9802322e-08,0.0,7.852912e-05,0.0008418858,0.0,0.0,2.682209e-07,8.252263e-05,1.1920929e-07,4.607439e-05,0.0,0.0,0.0,0.0,3.874302e-07,2.3841858e-07,0.0,0.0,7.301569e-06
ERR503393,1.4901161e-07,0.0,0.0,0.0,0.0,0.0,2.0861626e-07,4.053116e-06,0.0,2.682209e-07,4.5895576e-06,0.0,0.0,1.3113022e-06,1.8775463e-06,0.0,0.0,2.1278858e-05,0.0,0.0,0.0,0.0,0.0,8.940697e-08,1.1920929e-07,5.9604645e-08,0.0,0.0,0.0,0.0,3.6656857e-06,0.0,2.0563602e-06,0.0,2.115965e-06,0.0,2.9802322e-08,2.95043e-06,1.3411045e-06,0.00031530857,0.77536535,0.0,1.4603138e-06,2.4735928e-05,0.043970346,0.0050437152,7.581711e-05,0.0,2.682209e-07,4.4703484e-07,0.0,2.682209e-07,0.0,0.0,0.0,0.0
ERR503084,3.874302e-07,0.0,6.8843365e-06,0.0,0.0,0.000106334686,0.0010602176,3.2186508e-05,0.0,0.0,4.6283007e-05,2.9802322e-08,0.0,1.5079975e-05,0.0,0.0,0.0,0.0005992055,0.0,0.0,0.0,0.0,0.0,3.5762787e-07,2.0861626e-07,5.364418e-07,0.0,0.0,0.0,0.0,1.5109777e-05,0.0,6.2584877e-07,0.0,0.0,0.0,0.0,0.0,0.0,3.9339066e-06,5.5134296e-05,0.0,8.940697e-08,9.685755e-06,5.0663948e-05,2.3841858e-07,4.351139e-06,0.0,0.0,0.0,2.9802322e-08,0.0,0.0,0.0,0.0,0.0
ERR504349,0.0,0.0,5.364418e-07,0.0,0.0,7.480383e-06,0.00030705333,7.1525574e-07,0.0,0.0,3.516674e-06,0.0,0.0,9.23872e-07,0.0,0.0,0.0,0.00031879544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.940697e-08,0.0,0.0,0.0,0.0,6.467104e-06,0.0,1.1920929e-07,0.0,0.0,0.0,0.0,0.0,0.0,8.940697e-08,3.5762787e-07,0.0,5.9604645e-08,1.6093254e-06,2.4437904e-06,0.0,5.9604645e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR504106,2.2023916e-05,0.0,2.5212765e-05,0.0,0.0,3.8206577e-05,0.00024437904,0.00054982305,2.0861626e-07,4.4703484e-07,8.970499e-05,5.7816505e-06,0.0,0.00011125207,9.23872e-07,0.0,0.0,0.0020839274,0.0,8.940697e-08,0.0,4.4703484e-07,3.3974648e-06,0.00091791153,0.027496278,5.096197e-06,8.940697e-08,3.2782555e-07,5.9604645e-08,5.990267e-06,0.001072526,0.00077724457,0.00044229627,1.4901161e-07,1.49309635e-05,1.1026859e-06,7.748604e-07,1.1920929e-07,0.0,0.00038570166,0.001448065,0.0,0.0,8.6426735e-07,0.00010499358,3.7252903e-06,0.00030365586,0.0,2.682209e-07,0.0,0.0,2.861023e-06,1.6093254e-06,0.0,5.9604645e-08,0.00017362833
ERR503848,0.0,0.0,1.1920929e-07,0.0,0.0,0.0,3.5762787e-07,7.0631504e-06,0.0,0.0,1.6570091e-05,0.0,0.0,3.3080578e-06,0.0,0.0,0.0,0.00045597553,0.0,0.0,0.0,0.0,0.0,0.0,4.172325e-06,0.0,0.0,0.0,0.0,3.1590462e-06,0.0013000667,0.0,0.0,0.0,1.4901161e-07,0.0,0.0,0.0,2.9802322e-08,2.6166439e-05,1.9073486e-06,0.0,0.0,1.5497208e-06,0.61530507,1.3023615e-05,4.2259693e-05,0.0,0.0,0.0,0.0,0.0,2.9802322e-08,0.0,1.3113022e-06,1.758337e-06
ERR504431,2.1725893e-05,0.0,1.3530254e-05,0.0,0.0,5.096197e-06,2.4616718e-05,5.838275e-05,1.4901161e-07,3.5762787e-07,3.322959e-05,0.0,0.0,5.364418e-06,2.682209e-07,0.0,0.0,0.00052282214,0.0,0.0,0.0,0.0,0.0,1.22487545e-05,1.3709068e-06,1.1920929e-06,0.0,0.0,0.0,0.0,1.1742115e-05,0.0,1.2814999e-06,0.0,9.536743e-07,1.1920929e-07,0.0,4.261732e-06,1.013279e-06,0.00034585595,0.11976665,1.1920929e-07,3.874302e-06,6.79791e-05,0.027699918,0.00066283345,0.0011484325,0.0,2.682209e-07,1.4901161e-07,1.1920929e-07,6.2584877e-06,2.9802322e-08,0.0,0.0,5.9604645e-08
ERR504050,3.5762787e-07,0.0,5.6028366e-06,0.0,0.0,2.1547079e-05,0.0002515316,7.05421e-05,8.940697e-08,1.7881393e-07,3.322959e-05,1.3113022e-06,2.9802322e-08,4.1007996e-05,1.5497208e-06,0.0,0.0,0.002407968,0.0,1.7881393e-07,0.0,6.854534e-07,8.046627e-07,0.0026853979,0.004769206,2.682209e-07,0.0,5.9604645e-08,2.9802322e-08,3.5762787e-07,0.00030225515,0.00056770444,0.0002863109,2.9802322e-08,1.7881393e-06,5.9604645e-08,4.7683716e-07,5.9604645e-08,0.0,0.00055745244,0.009023279,0.0,0.0,1.4901161e-07,1.1473894e-05,2.0861626e-07,0.00014609098,0.0,8.940697e-08,0.0,0.0,1.66893e-06,2.3841858e-07,0.0,0.0,0.0017274618
ERR503899,9.536743e-07,0.0,1.6450882e-05,0.0,0.0,0.000120699406,0.00064367056,5.0395727e-05,0.0,0.0,0.00011470914,3.2782555e-07,0.0,6.476045e-05,0.0,0.0,0.0,0.0032636821,0.0,0.0,0.0,2.682209e-07,5.9604645e-08,8.821487e-06,1.5586615e-05,5.364418e-07,0.0,0.0,0.0,1.4901161e-07,1.31726265e-05,2.592802e-06,1.4305115e-06,0.0,2.9802322e-08,0.0,0.0,8.940697e-08,5.9604645e-08,0.00010544062,0.00046101213,0.0,5.9604645e-08,1.5676022e-05,4.9710274e-05,1.4901161e-07,0.00022768974,0.0,8.940697e-08,0.0,1.1920929e-07,1.7881393e-07,2.9802322e-08,0.0,0.0,5.066395e-07
ERR503214,0.0,0.0,6.020069e-06,0.0,0.0,3.1590462e-06,0.00028181076,3.0994415e-06,0.0,5.9604645e-08,5.662441e-07,1.7881393e-07,0.0,5.841255e-06,0.0,0.0,0.0,7.6174736e-05,0.0,0.0,0.0,5.9604645e-08,8.940697e-08,5.066395e-07,2.413988e-06,0.0,0.0,0.0,0.0,0.0,1.7881393e-07,0.0,1.1593103e-05,0.0,0.0,0.0,0.0,0.0,2.9802322e-08,1.6540289e-05,5.543232e-06,0.0,0.0,0.0,0.0,0.0,5.5730343e-05,0.0,1.1324883e-06,0.0,8.940697e-08,0.0,0.0,0.0,0.0,0.0
ERR504108,3.5762787e-07,0.0,6.645918e-06,0.0,0.0,8.85129e-06,4.6998262e-05,1.4871359e-05,0.0,1.1920929e-07,2.8014183e-06,8.940697e-08,0.0,5.00679e-06,0.0,0.0,0.0,0.00039035082,0.0,0.0,0.0,0.0,0.0,7.033348e-06,0.0005238354,8.6426735e-07,0.0,0.0,0.0,2.9802322e-07,4.5627356e-05,7.1525574e-07,2.7060509e-05,0.0,5.9604645e-08,0.0,0.0,0.0,0.0,1.180172e-05,0.000130862,0.0,0.0,1.1920929e-07,3.093481e-05,1.1920929e-07,2.4050474e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3841858e-07
ERR503834,0.0,0.0,0.0,0.0,0.0,5.9604645e-08,4.157424e-05,0.0,0.0,0.0,3.5762787e-07,0.0,0.0,1.7881393e-07,0.0,0.0,0.0,2.7090311e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.854534e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7881393e-07,1.4901161e-06,0.0,0.0,1.2516975e-06,8.240342e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR503751,0.0,0.0,5.096197e-06,0.0,0.0,6.824732e-06,1.1771917e-05,7.1525574e-07,0.0,5.9604645e-08,2.682209e-07,0.0,0.0,1.5199184e-06,0.0,0.0,0.0,5.3554773e-05,0.0,0.0,0.0,0.0,0.0,1.7881393e-07,1.296401e-05,2.9802322e-08,0.0,0.0,0.0,0.0,9.23872e-07,0.0,2.1755695e-06,0.0,0.0,0.0,0.0,0.0,0.0,2.9802322e-07,2.95043e-06,0.0,0.0,2.3841858e-07,7.95722e-06,0.0,1.6391277e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR503497,0.0,0.0,8.6426735e-07,0.0,0.0,2.0384789e-05,5.3346157e-05,3.9041042e-06,0.0,0.0,1.2814999e-06,0.0,0.0,1.2665987e-05,0.0,0.0,0.0,0.0001795888,0.0,0.0,0.0,0.0,2.9802322e-08,0.0,2.6524067e-06,1.1920929e-07,0.0,0.0,0.0,2.0861626e-07,4.8696995e-05,0.0,1.3411045e-06,0.0,0.0,0.0,0.0,0.0,0.0,4.4703484e-07,1.4901161e-07,0.0,0.0,4.172325e-07,7.56979e-06,0.0,6.2584877e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR504263,6.556511e-07,0.0,3.6656857e-06,0.0,0.0,1.3113022e-06,8.583069e-06,1.013279e-05,0.0,7.1525574e-07,5.930662e-05,8.940697e-08,0.0,6.4373016e-06,3.2782555e-07,0.0,0.0,0.0008248389,0.0,0.0,0.0,0.0,0.0,2.4437904e-06,1.1920929e-07,1.4901161e-07,0.0,0.0,0.0,0.0,3.2782555e-07,0.0,0.0,0.0,0.0,0.0,0.0,2.9802322e-08,5.9604645e-08,0.00012084842,0.30684102,0.0,5.9604645e-08,3.4570694e-06,0.017652303,1.5884638e-05,8.133054e-05,0.0,0.0,0.0,0.0,1.4603138e-06,0.0,0.0,0.0,0.0
ERR503268,0.0,0.0,8.672476e-06,0.0,0.0,3.257394e-05,0.0002937615,2.771616e-06,0.0,8.940697e-08,7.6293945e-06,0.0,0.0,1.8388033e-05,0.0,0.0,0.0,0.00044056773,0.0,0.0,0.0,0.0,0.0,9.834766e-07,3.2782555e-07,1.4901161e-07,0.0,0.0,0.0,0.0,3.874302e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9604645e-08,1.4990568e-05,0.000349164,0.0,8.940697e-08,6.2584877e-06,4.2378902e-05,0.0,3.07858e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR503441,5.9604645e-08,0.0,2.771616e-05,0.0,0.0,4.2021275e-06,0.0013844073,1.4811754e-05,0.0,1.7881393e-07,1.3113022e-06,7.6293945e-06,2.9802322e-08,8.612871e-06,9.23872e-07,0.0,0.0,9.006262e-05,0.0,0.0,0.0,5.662441e-07,7.748604e-07,1.5497208e-05,4.2438507e-05,1.1920929e-07,0.0,0.0,0.0,0.0,6.2584877e-07,2.9802322e-08,0.00023779273,2.9802322e-08,0.0,1.7881393e-07,1.1920929e-07,1.7881393e-07,1.0728836e-06,0.00035348535,8.028746e-05,1.4901161e-07,0.0,0.0,5.9604645e-08,0.0,0.0009088516,0.0,0.00061166286,0.0,3.0100346e-06,0.0,5.662441e-07,0.0,0.0,0.0
ERR503020,1.66893e-06,0.0,1.6868114e-05,0.0,0.0,0.00020575523,0.00084239244,5.6535006e-05,0.0,0.0,4.902482e-05,9.23872e-07,0.0,6.3598156e-05,1.7881393e-07,0.0,0.0,0.0042640865,0.0,0.0,0.0,3.874302e-07,4.4703484e-07,0.00011906028,0.00048214197,2.0861626e-07,0.0,0.0,0.0,1.7881393e-07,4.23491e-05,8.612871e-06,2.1755695e-05,0.0,1.1920929e-07,0.0,0.0,1.4901161e-07,1.1920929e-07,0.0002361238,0.0019090772,0.0,1.4901161e-07,5.275011e-06,1.7672777e-05,1.4901161e-07,0.0009788573,0.0,1.3411045e-06,0.0,0.0,2.682209e-07,2.0861626e-07,0.0,0.0,3.1381845e-05
