,root-Engineered-Wastewater-Industrial_wastewater-Agricultural_wastewater,root-Engineered-Wastewater-Industrial_wastewater-Mine_water,root-Engineered-Wastewater-Industrial_wastewater-Petrochemical,root-Engineered-Wastewater-Nutrient_removal-Dissolved_organics_(aerobic),root-Engineered-Wastewater-Nutrient_removal-Dissolved_organics_(anaerobic),root-Environmental-Aquatic-Freshwater-Groundwater,root-Environmental-Aquatic-Freshwater-Lake,root-Environmental-Aquatic-Marine-Coastal,root-Environmental-Aquatic-Marine-Cold_seeps,root-Environmental-Aquatic-Marine-Hydrothermal_vents,root-Environmental-Aquatic-Marine-Intertidal_zone,root-Environmental-Aquatic-Marine-Marginal_Sea,root-Environmental-Aquatic-Marine-Neritic_zone,root-Environmental-Aquatic-Marine-Oceanic,root-Environmental-Aquatic-Marine-Oil_contaminated_sediment,root-Environmental-Aquatic-Marine-Oil_seeps,root-Environmental-Aquatic-Marine-Pelagic,root-Environmental-Aquatic-Marine-Sediment,root-Environmental-Aquatic-Marine-Volcanic,root-Environmental-Aquatic-Marine-Wetlands,root-Environmental-Aquatic-Non_marine_Saline_and_Alkaline-Alkaline,root-Environmental-Aquatic-Non_marine_Saline_and_Alkaline-Hypersaline,root-Environmental-Aquatic-Non_marine_Saline_and_Alkaline-Salt_crystallizer_pond,root-Environmental-Aquatic-Thermal_springs-Sediment,root-Environmental-Terrestrial-Soil-Agricultural,root-Environmental-Terrestrial-Soil-Boreal_forest,root-Environmental-Terrestrial-Soil-Contaminated,root-Environmental-Terrestrial-Soil-Crop,root-Environmental-Terrestrial-Soil-Desert,root-Environmental-Terrestrial-Soil-Forest_soil,root-Environmental-Terrestrial-Soil-Grasslands,root-Environmental-Terrestrial-Soil-Loam,root-Environmental-Terrestrial-Soil-Permafrost,root-Environmental-Terrestrial-Soil-Sand,root-Environmental-Terrestrial-Soil-Tropical_rainforest,root-Environmental-Terrestrial-Soil-Uranium_contaminated,root-Environmental-Terrestrial-Soil-Wetlands,root-Host_associated-Human-Circulatory_system-Blood,root-Host_associated-Human-Digestive_system-Intestine,root-Host_associated-Human-Digestive_system-Large_intestine,root-Host_associated-Human-Digestive_system-Oral,root-Host_associated-Human-Lympathic_system-Lymph_nodes,root-Host_associated-Human-Reproductive_system-Female,root-Host_associated-Human-Reproductive_system-Vagina,root-Host_associated-Human-Respiratory_system-Nasopharyngeal,root-Host_associated-Human-Respiratory_system-Pulmonary_system,root-Host_associated-Mammals-Digestive_system-Fecal,root-Host_associated-Mammals-Digestive_system-Foregut,root-Host_associated-Mammals-Digestive_system-Large_intestine,root-Host_associated-Mammals-Digestive_system-Oral_cavity,root-Host_associated-Mammals-Digestive_system-Stomach,root-Host_associated-Plants-Phylloplane-Endophytes,root-Host_associated-Plants-Rhizoplane-Endophytes,root-Host_associated-Plants-Rhizosphere-Epiphytes,root-Host_associated-Plants-Rhizosphere-Forest_soil,root-Host_associated-Plants-Rhizosphere-Soil
ERR503365,0.0002361834,0.0,5.5134296e-05,2.9802322e-08,1.6093254e-06,0.0011381507,0.008256525,0.011024982,3.132224e-05,1.2010336e-05,0.010064602,0.009628534,4.529953e-06,0.0037616193,6.574392e-05,2.682209e-07,8.34465e-07,0.042862594,5.066395e-07,1.2427568e-05,1.8179417e-05,0.023565978,0.0054430664,0.0006286204,0.0015999973,1.8775463e-06,1.1920929e-07,5.9604645e-08,2.0861626e-07,1.0728836e-06,6.765127e-06,7.030368e-05,0.0022325218,1.4156103e-05,3.6358833e-06,0.00050601363,1.3709068e-05,1.4781952e-05,8.240342e-05,0.09402731,4.4882298e-05,1.9073486e-06,0.0,4.6789646e-06,1.847744e-06,5.9604645e-08,0.023186296,6.2584877e-07,0.0044168234,1.1920929e-07,7.751584e-05,4.976988e-06,5.108118e-05,8.940697e-08,2.9802322e-07,5.185604e-06
ERR503187,0.0,0.0,5.364418e-07,0.0,0.0,6.2584877e-07,3.412366e-05,1.4901161e-07,0.0,0.0,1.1920929e-07,0.0,0.0,1.4901161e-07,0.0,0.0,0.0,4.0084124e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.1920929e-07,0.0,0.0,0.0,0.0,0.0,8.940697e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3841858e-07,3.784895e-06,0.0,0.0,3.2782555e-07,1.8209219e-05,0.0,3.5762787e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR503994,0.0,0.0,0.0,0.0,0.0,3.0100346e-06,4.6283007e-05,7.748604e-07,0.0,0.0,3.1888485e-06,0.0,0.0,1.3530254e-05,0.0,0.0,0.0,0.00027683377,0.0,0.0,0.0,0.0,0.0,0.0,1.1026859e-06,0.0,0.0,0.0,0.0,1.66893e-06,0.00025829673,1.1920929e-07,5.066395e-07,0.0,2.9802322e-08,0.0,0.0,0.0,0.0,2.9802322e-07,2.0861626e-07,0.0,0.0,1.4603138e-06,2.9414892e-05,5.9604645e-08,1.4901161e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR503945,3.427267e-06,0.0,1.3142824e-05,0.0,0.0,1.1026859e-06,2.7567148e-05,0.0005207956,8.940697e-08,0.0,0.00023198128,8.940697e-08,0.0,5.930662e-06,0.0,0.0,0.0,0.00049462914,0.0,0.0,0.0,0.0,0.0,1.3113022e-06,5.5134296e-06,1.7881393e-07,0.0,5.9604645e-08,0.0,1.1920929e-07,2.348423e-05,0.0,1.4901161e-07,0.0,2.0861626e-07,0.0,0.0,2.9802322e-07,1.4007092e-06,0.0049322248,0.016318053,0.0,1.1920929e-07,3.427267e-06,0.7431392,0.00012633204,0.00022217631,0.0,0.0,0.0,0.0,8.940697e-08,2.6524067e-06,0.0,1.4901161e-07,0.0
ERR503537,2.682209e-07,0.0,2.861023e-06,0.0,0.0,4.6759844e-05,4.3570995e-05,2.3663044e-05,0.0,0.0,3.2782555e-06,2.9802322e-08,0.0,4.681945e-05,0.0,0.0,0.0,0.0002809465,0.0,0.0,0.0,0.0,2.9802322e-07,1.7881393e-07,3.59118e-05,6.556511e-07,0.0,0.0,0.0,1.6987324e-06,0.00019788742,3.2782555e-07,1.4960766e-05,0.0,3.5762787e-07,0.0,0.0,0.0,0.0,5.00679e-06,2.0861626e-07,0.0,0.0,2.0861626e-07,1.3619661e-05,1.4901161e-07,4.4703484e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9604645e-08
ERR503156,1.5795231e-06,0.0,6.5267086e-06,0.0,0.0,1.5258789e-05,0.0007048249,0.00061762333,8.940697e-08,5.066395e-07,0.00016441941,1.8894672e-05,1.1920929e-07,0.00028458238,2.8908253e-06,2.9802322e-07,0.0,0.0022935271,1.1920929e-07,2.026558e-06,5.9604645e-08,2.604723e-05,4.7057867e-05,0.0030226707,0.011963427,2.9802322e-06,2.3841858e-06,1.7881393e-07,5.662441e-07,8.85129e-06,0.00020098686,0.014019251,0.0020605028,2.0861626e-07,5.5789948e-05,2.6226044e-06,5.0365925e-06,4.7683716e-07,1.1920929e-07,0.0046220124,0.0016314685,0.0,0.0,3.874302e-07,1.2993813e-05,2.3841858e-07,0.0003848672,0.0,7.1525574e-07,0.0,0.0,5.0365925e-06,1.4901161e-06,2.9802322e-08,5.9604645e-08,0.0009823442
ERR504464,0.0,0.0,0.0,0.0,0.0,0.0,7.748604e-07,0.0,0.0,0.0,1.4901161e-07,0.0,0.0,2.3841858e-07,0.0,0.0,0.0,1.6957521e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9658966e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0861626e-07,0.35621905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR503180,7.2419643e-06,0.0,1.1265278e-05,0.0,0.0,2.0802021e-05,5.120039e-05,0.0005452633,0.0,8.940697e-08,5.4985285e-05,8.046627e-07,0.0,6.80387e-05,0.0,0.0,0.0,0.0017386675,0.0,0.0,0.0,0.0,3.5762787e-07,1.4007092e-06,7.1167946e-05,1.758337e-06,0.0,5.9604645e-08,0.0,1.0669231e-05,0.00075894594,8.225441e-06,3.1292439e-06,0.0,2.2351742e-06,0.0,0.0,0.0,0.0,6.780028e-05,1.30832195e-05,0.0,2.9802322e-08,6.2584877e-07,0.0018039048,1.2934208e-05,4.091859e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7881393e-07
ERR503627,0.0,0.0,6.2584877e-06,0.0,0.0,2.7120113e-06,3.4332275e-05,3.4570694e-06,0.0,1.1920929e-07,8.34465e-07,2.9802322e-08,0.0,6.66976e-05,0.0,0.0,0.0,0.00011384487,0.0,0.0,0.0,2.9802322e-08,7.688999e-06,4.3302774e-05,0.082675725,0.0,0.0,5.9604645e-08,0.0,1.5467405e-05,1.6778708e-05,1.4305115e-05,0.00035586953,0.0,1.4901161e-07,0.0,1.7881393e-07,0.0,0.0,2.2947788e-06,2.9206276e-06,0.0,0.0,2.9802322e-08,1.1920929e-06,0.0,7.122755e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2544136e-05
ERR503246,4.4703484e-07,0.0,2.5480986e-05,0.0,0.0,5.853176e-05,0.0033834875,0.00011172891,0.0,8.940697e-08,1.9788742e-05,1.4901161e-07,0.0,9.179115e-06,0.0,0.0,0.0,0.00039815903,0.0,0.0,0.0,5.9604645e-08,0.0,7.4505806e-07,1.013279e-06,7.1525574e-07,0.0,0.0,0.0,0.0,7.1525574e-07,0.0,2.682209e-07,0.0,0.0,0.0,0.0,0.0,1.1920929e-07,9.223819e-05,0.0011290014,0.0,1.4901161e-07,6.9737434e-06,7.966161e-05,2.3841858e-07,0.00023013353,0.0,0.0,0.0,2.682209e-07,2.9802322e-08,0.0,0.0,0.0,0.0
ERR503530,0.0,0.0,8.940697e-08,0.0,0.0,0.0,0.0,8.34465e-07,0.0,0.0,1.7881393e-07,0.0,0.0,1.4901161e-07,0.0,0.0,0.0,0.00012242794,0.0,0.0,0.0,0.0,0.0,0.0,4.4703484e-07,0.0,0.0,0.0,0.0,1.5497208e-06,0.0014661252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3411045e-06,2.9802322e-08,0.0,0.0,0.0,0.43912336,1.3887882e-05,3.0398369e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1920929e-07,0.0
ERR503942,2.9802322e-08,0.0,9.551644e-05,0.0,0.0,1.8268824e-05,0.0012815595,0.00010249019,0.0,7.1525574e-07,9.775162e-06,4.172325e-07,0.0,1.9997358e-05,0.0,0.0,0.0,0.00060656667,0.0,0.0,0.0,2.9802322e-08,5.9604645e-08,8.672476e-06,0.00038519502,2.9802322e-08,0.0,0.0,0.0,0.0,1.7881393e-07,2.9802322e-08,1.7881393e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0011196434,0.023063332,2.9802322e-08,0.0,8.940697e-08,0.00053980947,0.0,2.682209e-06,0.0,0.0,0.0,0.0,2.115965e-06,0.0,0.0,0.0,0.0
ERR503151,0.0,0.0,8.34465e-07,0.0,0.0,5.066395e-07,5.7905912e-05,5.662441e-07,0.0,0.0,1.4901161e-07,0.0,0.0,1.1920929e-07,0.0,0.0,0.0,3.5136938e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.7881393e-07,0.0,0.0,0.0,0.0,0.0,8.940697e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9604645e-08,2.0861626e-07,0.0,0.0,1.4901161e-07,9.536743e-07,0.0,2.682209e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR504463,2.682209e-07,0.0,6.8843365e-06,0.0,0.0,2.488494e-05,0.00019407272,1.1384487e-05,0.0,1.1920929e-07,1.4156103e-05,0.0,0.0,1.1026859e-06,0.0,0.0,0.0,0.00029748678,0.0,0.0,0.0,0.0,0.0,9.23872e-07,4.4703484e-07,1.4901161e-07,0.0,0.0,0.0,0.0,6.3478947e-06,0.0,4.7683716e-07,0.0,0.0,0.0,0.0,0.0,0.0,1.013279e-06,9.262562e-05,0.0,1.7881393e-07,2.503395e-06,2.6196241e-05,0.0,2.4437904e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR503075,0.0,0.0,2.0861626e-07,0.0,0.0,6.2286854e-06,4.0352345e-05,2.0563602e-06,0.0,0.0,1.9967556e-06,0.0,0.0,2.5600195e-05,0.0,0.0,0.0,0.00055256486,0.0,0.0,0.0,0.0,1.7881393e-07,0.0,7.2419643e-06,5.9604645e-08,0.0,0.0,0.0,6.8843365e-06,0.0005854666,5.066395e-07,9.536743e-07,0.0,1.1920929e-07,0.0,0.0,0.0,0.0,1.7881393e-07,0.0,0.0,0.0,2.682209e-07,3.924966e-05,0.0,1.4901161e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR503362,1.5497208e-06,0.0,1.5050173e-05,0.0,0.0,6.824732e-06,5.8680773e-05,2.6166439e-05,0.0,2.0861626e-07,1.5676022e-05,5.9604645e-08,0.0,3.8146973e-06,5.9604645e-08,0.0,0.0,0.0004993975,0.0,0.0,0.0,0.0,0.0,3.5464764e-06,3.5762787e-07,1.7881393e-07,0.0,0.0,0.0,0.0,1.013279e-06,0.0,8.940697e-08,0.0,0.0,0.0,0.0,2.9802322e-08,5.9604645e-08,0.000104635954,0.010475814,0.0,3.874302e-07,5.930662e-06,0.0030712187,1.9669533e-06,0.00013068318,0.0,0.0,0.0,0.0,1.7881393e-07,0.0,0.0,0.0,0.0
ERR504535,0.0,0.0,3.8146973e-06,0.0,0.0,2.3841858e-07,2.3543835e-06,8.940697e-07,0.0,3.5762787e-07,6.502867e-05,0.0,0.0,8.940697e-08,0.0,0.0,0.0,1.66893e-06,0.0,0.0,0.0,0.0,0.0,5.9604645e-08,0.00074627995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.56979e-06,0.0034475327,0.0,0.0,0.0,9.894371e-06,0.0,0.0,0.0,0.0,0.0,0.0,6.854534e-07,0.0,0.0,0.0,0.0
ERR504292,1.0430813e-06,0.0,9.23872e-07,0.0,0.0,4.5746565e-05,0.0008739233,2.0354986e-05,0.0,8.940697e-08,9.208918e-06,1.013279e-06,0.0,8.943677e-05,0.0,0.0,0.0,0.0005198717,0.0,0.0,0.0,1.1026859e-06,2.9802322e-07,6.7055225e-06,7.972121e-05,5.90086e-06,0.0,0.0,0.0,7.748604e-07,2.30968e-05,1.1175871e-05,0.00065276027,0.0,1.3411045e-06,5.9604645e-08,1.4901161e-07,3.5762787e-07,1.4901161e-07,0.0005309284,0.0002491176,0.0,1.4901161e-07,1.3440847e-05,4.082918e-06,2.3841858e-07,0.00060996413,0.0,5.1259995e-06,0.0,8.6426735e-07,0.0,0.0,0.0,0.0,8.6426735e-07
ERR503814,0.00037646294,0.0,0.00019997358,0.0,0.0,3.6537647e-05,0.00011861324,0.017079592,1.013279e-06,6.854534e-07,0.0006828606,1.975894e-05,0.0,0.00022619963,8.940697e-08,2.9802322e-08,0.0,0.0064647496,5.364418e-07,8.940697e-08,0.0,8.940697e-08,1.1920929e-06,0.00012281537,0.0010986626,1.296401e-05,0.0,5.662441e-07,0.0,2.9444695e-05,0.00055354834,4.2915344e-05,7.301569e-06,1.1920929e-07,1.4543533e-05,1.12354755e-05,1.7881393e-07,1.4901161e-07,7.1525574e-07,0.0020473003,0.0012685359,8.940697e-08,2.9802322e-08,2.0861626e-07,0.040993363,8.329749e-05,0.0003171265,0.0,2.9802322e-08,0.0,1.1920929e-07,1.4007092e-06,1.7851591e-05,0.0,3.2782555e-07,6.556511e-07
ERR503655,4.4703484e-07,0.0,4.798174e-05,0.0,0.0,2.8312206e-06,6.750226e-05,6.3180923e-06,0.0,9.23872e-07,1.2487173e-05,8.940697e-08,2.9802322e-08,1.2040138e-05,4.172325e-07,0.0,0.0,0.001098454,0.0,0.0,0.0,0.0,0.0,1.9699335e-05,7.659197e-06,0.0,0.0,0.0,0.0,0.0,1.7881393e-07,0.0,0.0,0.0,0.0,0.0,0.0,1.1026859e-06,5.9604645e-08,0.0014666021,0.25462538,0.0,1.1920929e-07,1.2546778e-05,0.00632298,3.5762787e-07,0.00021722913,0.0,0.0,0.0,0.0,5.6147575e-05,0.0,0.0,0.0,2.9802322e-08
ERR503593,0.0,0.0,1.6391277e-06,0.0,0.0,0.00035429,0.00027635694,5.1259995e-06,0.0,0.0,2.631545e-05,5.9604645e-08,0.0,2.1368265e-05,0.0,0.0,0.0,0.001050204,0.0,0.0,0.0,2.9802322e-07,7.1525574e-07,3.5762787e-07,1.1086464e-05,0.0,0.0,0.0,0.0,1.1920929e-07,6.6936016e-05,8.6426735e-07,6.0498714e-06,0.0,5.9604645e-08,0.0,0.0,0.0,8.940697e-08,4.7385693e-06,4.172325e-07,0.0,1.1920929e-07,4.917383e-06,3.874302e-07,0.0,2.0712614e-05,0.0,1.013279e-06,0.0,1.1920929e-07,0.0,0.0,0.0,0.0,1.7881393e-07
ERR503542,7.042289e-05,0.0,1.3202429e-05,0.0,0.0,6.8843365e-06,4.74751e-05,0.00031650066,8.940697e-08,2.0861626e-07,1.6450882e-05,2.682209e-07,0.0,8.940697e-06,2.0861626e-07,0.0,0.0,0.0009136796,0.0,0.0,0.0,0.0,0.0,5.7816505e-06,1.052022e-05,1.4603138e-06,0.0,0.0,0.0,2.9802322e-08,1.1861324e-05,1.1920929e-07,4.7385693e-06,0.0,5.066395e-07,1.1920929e-07,0.0,2.115965e-06,2.0861626e-07,0.00077593327,0.017213553,2.0861626e-07,1.013279e-06,9.775162e-06,0.0058366656,0.00027355552,0.00063610077,0.0,2.0861626e-07,0.0,8.940697e-08,2.115965e-06,2.9802322e-08,0.0,0.0,0.0
ERR503930,0.0,0.0,3.606081e-06,0.0,0.0,2.2649765e-06,9.268522e-05,2.7418137e-06,0.0,5.9604645e-08,1.5199184e-06,0.0,0.0,8.6426735e-07,0.0,0.0,0.0,0.0002977848,0.0,0.0,0.0,0.0,0.0,0.0,5.066395e-07,0.0,0.0,0.0,0.0,0.0,1.1920929e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4305115e-05,0.000121474266,0.0,2.9802322e-08,2.2053719e-06,7.57575e-05,0.0,2.6077032e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR503123,0.0,0.0,1.4901161e-07,0.0,0.0,7.1525574e-06,6.0856342e-05,1.3709068e-06,0.0,0.0,4.4703484e-06,0.0,0.0,2.2560358e-05,0.0,0.0,0.0,0.00028318167,0.0,0.0,0.0,0.0,2.9802322e-08,0.0,3.1590462e-06,1.1920929e-07,0.0,0.0,0.0,2.3841858e-06,0.00024122,3.2782555e-07,2.682209e-06,0.0,1.4901161e-07,0.0,0.0,0.0,0.0,8.34465e-07,2.0861626e-07,0.0,0.0,1.8775463e-06,1.7821789e-05,0.0,6.2584877e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9802322e-08
ERR503868,3.606081e-06,0.0,0.0049162507,0.0,0.0,2.0861626e-07,3.3080578e-06,0.0016065836,7.1525574e-07,8.442998e-05,2.6345253e-05,4.172325e-05,5.364418e-07,0.00020030141,8.189678e-05,2.771616e-06,6.854534e-07,0.008878082,4.172325e-07,2.503395e-06,0.0,1.7881393e-06,0.0007312596,5.9604645e-08,0.0003195703,0.0,0.0,0.0,0.0,0.0,8.940697e-08,0.0,0.0,0.0,0.0,1.4901161e-07,0.0,2.3841858e-07,1.3589859e-05,2.1874905e-05,2.1457672e-06,0.0,0.0,2.682209e-06,2.2351742e-06,2.9802322e-07,5.710125e-05,0.0,4.4703484e-07,0.0,0.0,0.06313282,0.00510785,0.0,0.0,0.0
ERR504411,7.7188015e-06,0.0,0.00047782063,0.0,0.0,1.6093254e-06,0.00022774935,0.00043424964,0.0,3.2782555e-06,3.0994415e-05,1.6003847e-05,0.0,0.0003810823,3.874302e-07,2.9802322e-08,0.0,0.0046052933,5.9604645e-08,1.4901161e-07,0.0,1.0430813e-06,1.0430813e-06,1.2636185e-05,0.002595961,8.940697e-08,0.0,0.0,0.0,3.2782555e-07,3.5762787e-07,0.0,2.3841858e-07,0.0,0.0,1.4901161e-07,0.0,8.34465e-07,0.0,0.0017906725,0.001847744,0.0,0.0,5.066395e-07,0.00047832727,2.0861626e-07,0.0003941059,0.0,1.1920929e-07,0.0,0.0,6.762147e-05,1.5497208e-06,0.0,0.0,2.9802322e-08
ERR504070,5.066395e-07,0.0,8.225441e-06,0.0,0.0,3.6090612e-05,0.0001232028,2.1368265e-05,0.0,5.9604645e-08,5.3048134e-05,1.4901161e-07,0.0,1.79708e-05,0.0,0.0,0.0,0.0018467605,0.0,0.0,0.0,0.0,0.0,4.053116e-06,2.2053719e-06,2.0861626e-07,0.0,0.0,0.0,0.0,9.62615e-06,0.0,1.7881393e-07,0.0,0.0,0.0,0.0,0.0,8.940697e-08,5.581975e-05,0.0014774203,0.0,2.3841858e-07,1.3381243e-05,0.00045645237,3.2782555e-07,0.00012794137,0.0,8.940697e-08,0.0,0.0,1.4901161e-07,0.0,0.0,0.0,1.4901161e-07
ERR504367,0.0,0.0,7.1525574e-07,0.0,0.0,2.1457672e-06,0.00071662664,4.4703484e-06,0.0,0.0,7.1525574e-07,0.0,0.0,1.1473894e-05,0.0,0.0,0.0,1.630187e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9802322e-08,0.0001488626,6.3180923e-06,0.0,0.0,8.6426735e-07,2.2053719e-06,0.0,0.00019678473,0.0,0.0,0.0,7.1525574e-07,0.0,0.0,0.0,0.0,0.0
ERR503652,6.109476e-06,0.0,4.7445297e-05,0.0,0.0,6.458163e-05,0.00014644861,7.43866e-05,0.0,5.066395e-07,0.00023972988,7.1525574e-07,0.0,5.8948994e-05,1.7881393e-07,0.0,0.0,0.0047519505,0.0,0.0,0.0,5.9604645e-08,0.0,8.687377e-05,1.12354755e-05,8.6426735e-07,0.0,0.0,0.0,2.9802322e-08,1.2993813e-05,7.1525574e-07,6.2584877e-07,0.0,8.940697e-08,5.9604645e-08,0.0,2.3841858e-07,2.0861626e-07,0.00055259466,0.02353689,0.0,1.4901161e-07,8.583069e-06,0.0011014938,2.7418137e-06,0.0004322827,0.0,1.7881393e-07,0.0,0.0,1.6391277e-06,1.1920929e-07,0.0,0.0,5.9604645e-07
ERR504238,0.0,0.0,2.9802322e-08,0.0,0.0,9.834766e-07,7.849932e-05,8.940697e-08,0.0,0.0,4.7683716e-07,0.0,0.0,2.0861626e-07,0.0,0.0,0.0,8.3744526e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.976988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9604645e-08,0.0,0.0,2.6226044e-06,2.3543835e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR502988,1.1026859e-06,0.0,3.749132e-05,0.0,0.0,0.000100404024,0.00042533875,0.00011506677,5.9604645e-08,5.9604645e-08,6.2286854e-05,1.8775463e-06,0.0,0.00015506148,2.0861626e-07,0.0,0.0,0.003304422,0.0,0.0,0.0,9.536743e-07,3.0398369e-06,0.0012943149,0.011252135,3.2782555e-07,0.0,1.7881393e-07,0.0,6.645918e-06,0.00012221932,0.00016894937,0.00014168024,1.4901161e-07,4.7683716e-07,1.4901161e-07,2.9802322e-07,1.1920929e-07,0.0,0.0008751154,0.0013253987,0.0,0.0,2.682209e-07,2.9444695e-05,1.1920929e-07,0.00050264597,0.0,2.9802322e-07,0.0,0.0,4.172325e-07,3.0994415e-06,0.0,0.0,0.00019365549
ERR504077,0.0,0.0,2.413988e-06,0.0,0.0,1.1891127e-05,0.0004092455,5.3942204e-06,0.0,0.0,1.6003847e-05,0.0,0.0,2.2351742e-06,0.0,0.0,0.0,0.00021609664,0.0,0.0,0.0,0.0,0.0,2.9802322e-08,2.9802322e-08,0.0,0.0,0.0,0.0,0.0,4.887581e-06,0.0,2.9802322e-08,0.0,0.0,0.0,0.0,0.0,0.0,6.854534e-07,2.5779009e-05,0.0,1.4901161e-07,8.434057e-06,0.000105947256,0.0,5.066395e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR504182,0.0,0.0,1.7881393e-07,0.0,0.0,5.662441e-07,4.723668e-05,0.0,0.0,0.0,2.682209e-07,0.0,0.0,1.1920929e-07,0.0,0.0,0.0,6.741285e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.23872e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4901161e-07,0.0,0.0,7.748604e-07,7.0631504e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR503189,8.6426735e-07,0.0,4.798174e-06,0.0,0.0,1.013279e-05,4.6014786e-05,0.0001270473,0.0,0.0,3.1411648e-05,2.0861626e-07,0.0,4.953146e-05,0.0,0.0,0.0,0.0016166866,0.0,0.0,0.0,0.0,4.7683716e-07,9.23872e-07,0.00016599894,2.95043e-06,0.0,0.0,0.0,9.819865e-05,0.00222376,4.6253204e-05,6.914139e-06,0.0,2.7418137e-06,5.9604645e-08,1.7881393e-07,0.0,0.0,2.2739172e-05,3.516674e-06,0.0,0.0,1.1920929e-07,0.0006375909,3.3974648e-06,6.6161156e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9802322e-08,1.1920929e-07
ERR503000,0.0,0.0,3.874302e-07,0.0,0.0,1.7881393e-07,4.607439e-05,5.066395e-07,0.0,1.4901161e-07,2.0861626e-07,0.0,0.0,8.940697e-08,0.0,0.0,0.0,4.0858984e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9802322e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7881393e-07,2.1249056e-05,0.0,0.0,7.748604e-07,2.8431416e-05,0.0,3.874302e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR503111,8.34465e-07,0.0,2.3424625e-05,0.0,0.0,9.459257e-05,0.0004554689,2.7000904e-05,0.0,1.7881393e-07,1.9282103e-05,2.0861626e-07,0.0,9.447336e-06,0.0,0.0,0.0,0.00083842874,0.0,0.0,0.0,1.1920929e-07,5.9604645e-08,1.5735626e-05,3.0964613e-05,1.7881393e-07,0.0,0.0,0.0,0.0,6.377697e-06,2.682209e-07,9.4771385e-06,0.0,1.1920929e-07,0.0,0.0,0.0,0.0,7.778406e-06,0.00018545985,0.0,2.9802322e-08,3.0696392e-06,3.33786e-06,2.9802322e-08,0.00014293194,0.0,8.940697e-08,0.0,0.0,0.0,0.0,0.0,0.0,1.7881393e-07
ERR503206,5.9604645e-08,0.0,2.771616e-06,0.0,0.0,5.8591366e-05,0.00022265315,4.8577785e-06,0.0,0.0,1.4275312e-05,0.0,0.0,1.32620335e-05,0.0,0.0,0.0,0.001003325,0.0,0.0,0.0,0.0,0.0,1.7881393e-07,1.4901161e-06,5.9604645e-08,0.0,0.0,0.0,0.0,2.0861626e-05,8.940697e-08,1.1920929e-07,0.0,0.0,0.0,0.0,0.0,0.0,4.917383e-06,3.671646e-05,0.0,5.9604645e-08,1.0997057e-05,4.5597553e-05,8.940697e-08,1.6868114e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9604645e-08
